,Activity,SKH,Type,Date,base
7944,tyre pressure and wheel,103,Weekly,03-31,terminal 1
7945,tyre pressure and wheel,103,Weekly,04-07,terminal 1
7946,tyre pressure and wheel,103,Weekly,04-14,terminal 1
7947,tyre pressure and wheel,103,Weekly,04-21,terminal 1
7948,tyre pressure and wheel,103,Weekly,04-28,terminal 1
7949,tyre pressure and wheel,103,Weekly,05-05,terminal 1
7950,tyre pressure and wheel,103,Weekly,05-12,terminal 1
7951,tyre pressure and wheel,103,Weekly,05-19,terminal 1
7952,tyre pressure and wheel,103,Weekly,05-26,terminal 1
7953,tyre pressure and wheel,103,Weekly,06-02,terminal 1
7954,tyre pressure and wheel,103,Weekly,06-09,terminal 1
7955,tyre pressure and wheel,103,Weekly,06-16,terminal 1
7956,tyre pressure and wheel,103,Weekly,06-23,terminal 1
7957,tyre pressure and wheel,103,Weekly,06-30,terminal 1
7958,tyre pressure and wheel,103,Weekly,07-07,terminal 1
7959,tyre pressure and wheel,103,Weekly,07-14,terminal 1
7960,tyre pressure and wheel,103,Weekly,07-21,terminal 1
7961,tyre pressure and wheel,103,Weekly,07-28,terminal 1
7962,tyre pressure and wheel,103,Weekly,08-04,terminal 1
7963,tyre pressure and wheel,103,Weekly,08-11,terminal 1
7964,tyre pressure and wheel,103,Weekly,08-18,terminal 1
7965,tyre pressure and wheel,103,Weekly,08-25,terminal 1
7966,tyre pressure and wheel,103,Weekly,09-01,terminal 1
7967,tyre pressure and wheel,103,Weekly,09-08,terminal 1
7968,tyre pressure and wheel,103,Weekly,09-15,terminal 1
7969,tyre pressure and wheel,103,Weekly,09-22,terminal 1
7970,tyre pressure and wheel,103,Weekly,09-29,terminal 1
7971,tyre pressure and wheel,103,Weekly,10-06,terminal 1
7972,tyre pressure and wheel,103,Weekly,10-13,terminal 1
7973,tyre pressure and wheel,103,Weekly,10-27,terminal 1
7974,tyre pressure and wheel,103,Weekly,11-03,terminal 1
7975,tyre pressure and wheel,103,Weekly,11-10,terminal 1
7976,tyre pressure and wheel,103,Weekly,11-17,terminal 1
7977,tyre pressure and wheel,103,Weekly,11-24,terminal 1
7978,tyre pressure and wheel,103,Weekly,12-01,terminal 1
7979,tyre pressure and wheel,103,Weekly,12-08,terminal 1
7980,tyre pressure and wheel,103,Weekly,12-15,terminal 1
7981,tyre pressure and wheel,103,Weekly,12-22,terminal 1
7982,tyre pressure and wheel,103,Weekly,12-29,terminal 1
7983,tyre pressure and wheel,31,Weekly,01-06,terminal 1
7984,tyre pressure and wheel,31,Weekly,01-13,terminal 1
7985,tyre pressure and wheel,31,Weekly,01-20,terminal 1
7986,tyre pressure and wheel,31,Weekly,01-27,terminal 1
7987,tyre pressure and wheel,31,Weekly,02-03,terminal 1
7988,tyre pressure and wheel,31,Weekly,02-10,terminal 1
7989,tyre pressure and wheel,31,Weekly,02-17,terminal 1
7990,tyre pressure and wheel,31,Weekly,02-24,terminal 1
7991,tyre pressure and wheel,31,Weekly,03-03,terminal 1
7992,tyre pressure and wheel,31,Weekly,03-10,terminal 1
7993,tyre pressure and wheel,31,Weekly,03-17,terminal 1
7994,tyre pressure and wheel,31,Weekly,03-24,terminal 1
7995,tyre pressure and wheel,31,Weekly,03-31,terminal 1
7996,tyre pressure and wheel,31,Weekly,04-07,terminal 1
7997,tyre pressure and wheel,31,Weekly,04-14,terminal 1
7998,tyre pressure and wheel,31,Weekly,04-21,terminal 1
7999,tyre pressure and wheel,31,Weekly,04-28,terminal 1
8000,tyre pressure and wheel,31,Weekly,05-05,terminal 1
8001,tyre pressure and wheel,31,Weekly,05-12,terminal 1
8002,tyre pressure and wheel,31,Weekly,05-19,terminal 1
8003,tyre pressure and wheel,31,Weekly,05-26,terminal 1
8004,tyre pressure and wheel,31,Weekly,06-02,terminal 1
8005,tyre pressure and wheel,31,Weekly,06-09,terminal 1
8006,tyre pressure and wheel,31,Weekly,06-16,terminal 1
8007,tyre pressure and wheel,31,Weekly,06-23,terminal 1
8008,tyre pressure and wheel,31,Weekly,06-30,terminal 1
8009,tyre pressure and wheel,31,Weekly,07-07,terminal 1
8010,tyre pressure and wheel,31,Weekly,07-14,terminal 1
8011,tyre pressure and wheel,31,Weekly,07-21,terminal 1
8012,tyre pressure and wheel,31,Weekly,07-28,terminal 1
8013,tyre pressure and wheel,31,Weekly,08-04,terminal 1
8014,tyre pressure and wheel,31,Weekly,08-11,terminal 1
8015,tyre pressure and wheel,31,Weekly,08-18,terminal 1
8016,tyre pressure and wheel,31,Weekly,08-25,terminal 1
8017,tyre pressure and wheel,31,Weekly,09-01,terminal 1
8018,tyre pressure and wheel,31,Weekly,09-08,terminal 1
8019,tyre pressure and wheel,31,Weekly,09-15,terminal 1
8020,tyre pressure and wheel,31,Weekly,09-22,terminal 1
8021,tyre pressure and wheel,31,Weekly,09-29,terminal 1
8022,tyre pressure and wheel,31,Weekly,10-06,terminal 1
8023,tyre pressure and wheel,31,Weekly,10-13,terminal 1
8024,tyre pressure and wheel,31,Weekly,10-27,terminal 1
8025,tyre pressure and wheel,31,Weekly,11-03,terminal 1
8026,tyre pressure and wheel,31,Weekly,11-10,terminal 1
8027,tyre pressure and wheel,31,Weekly,11-17,terminal 1
8028,tyre pressure and wheel,31,Weekly,11-24,terminal 1
8029,tyre pressure and wheel,31,Weekly,12-01,terminal 1
8030,tyre pressure and wheel,31,Weekly,12-08,terminal 1
8031,tyre pressure and wheel,31,Weekly,12-15,terminal 1
8032,tyre pressure and wheel,31,Weekly,12-22,terminal 1
8033,tyre pressure and wheel,31,Weekly,12-29,terminal 1
8034,tyre pressure and wheel,107,Weekly,01-06,terminal 2
8035,tyre pressure and wheel,107,Weekly,01-13,terminal 2
8036,tyre pressure and wheel,107,Weekly,01-20,terminal 2
8037,tyre pressure and wheel,107,Weekly,01-27,terminal 2
8038,tyre pressure and wheel,107,Weekly,02-03,terminal 2
8039,tyre pressure and wheel,107,Weekly,02-10,terminal 2
8040,tyre pressure and wheel,107,Weekly,02-17,terminal 2
8041,tyre pressure and wheel,107,Weekly,02-24,terminal 2
8042,tyre pressure and wheel,107,Weekly,03-03,terminal 2
8043,tyre pressure and wheel,107,Weekly,03-10,terminal 2
8044,tyre pressure and wheel,107,Weekly,03-17,terminal 2
8045,tyre pressure and wheel,107,Weekly,03-24,terminal 2
8046,tyre pressure and wheel,107,Weekly,03-31,terminal 2
8047,tyre pressure and wheel,107,Weekly,04-07,terminal 2
8048,tyre pressure and wheel,107,Weekly,04-14,terminal 2
8049,tyre pressure and wheel,107,Weekly,04-21,terminal 2
8050,tyre pressure and wheel,107,Weekly,04-28,terminal 2
8051,tyre pressure and wheel,107,Weekly,05-05,terminal 2
8052,tyre pressure and wheel,107,Weekly,05-12,terminal 2
8053,tyre pressure and wheel,107,Weekly,05-19,terminal 2
8054,tyre pressure and wheel,107,Weekly,05-26,terminal 2
8055,tyre pressure and wheel,107,Weekly,06-02,terminal 2
8056,tyre pressure and wheel,107,Weekly,06-09,terminal 2
8057,tyre pressure and wheel,107,Weekly,06-16,terminal 2
8058,tyre pressure and wheel,107,Weekly,06-23,terminal 2
8059,tyre pressure and wheel,107,Weekly,06-30,terminal 2
8060,tyre pressure and wheel,107,Weekly,07-07,terminal 2
8061,tyre pressure and wheel,107,Weekly,07-14,terminal 2
8062,tyre pressure and wheel,107,Weekly,07-21,terminal 2
8063,tyre pressure and wheel,107,Weekly,07-28,terminal 2
8064,tyre pressure and wheel,107,Weekly,08-04,terminal 2
8065,tyre pressure and wheel,107,Weekly,08-11,terminal 2
8066,tyre pressure and wheel,107,Weekly,08-18,terminal 2
8067,tyre pressure and wheel,107,Weekly,08-25,terminal 2
8068,tyre pressure and wheel,107,Weekly,09-01,terminal 2
8069,tyre pressure and wheel,107,Weekly,09-08,terminal 2
8070,tyre pressure and wheel,107,Weekly,09-15,terminal 2
8071,tyre pressure and wheel,107,Weekly,09-22,terminal 2
8072,tyre pressure and wheel,107,Weekly,09-29,terminal 2
8073,tyre pressure and wheel,107,Weekly,10-06,terminal 2
8074,tyre pressure and wheel,107,Weekly,10-13,terminal 2
8075,tyre pressure and wheel,107,Weekly,10-27,terminal 2
8076,tyre pressure and wheel,107,Weekly,11-03,terminal 2
8077,tyre pressure and wheel,107,Weekly,11-10,terminal 2
8078,tyre pressure and wheel,107,Weekly,11-17,terminal 2
8079,tyre pressure and wheel,107,Weekly,11-24,terminal 2
8080,tyre pressure and wheel,107,Weekly,12-01,terminal 2
8081,tyre pressure and wheel,107,Weekly,12-08,terminal 2
8082,tyre pressure and wheel,107,Weekly,12-15,terminal 2
8083,tyre pressure and wheel,107,Weekly,12-22,terminal 2
8084,tyre pressure and wheel,107,Weekly,12-29,terminal 2
8085,tyre pressure and wheel,108,Weekly,01-06,terminal 2
8086,tyre pressure and wheel,108,Weekly,01-13,terminal 2
8087,tyre pressure and wheel,108,Weekly,01-20,terminal 2
8088,tyre pressure and wheel,108,Weekly,01-27,terminal 2
8089,tyre pressure and wheel,108,Weekly,02-03,terminal 2
8090,tyre pressure and wheel,108,Weekly,02-10,terminal 2
8091,tyre pressure and wheel,108,Weekly,02-17,terminal 2
8092,tyre pressure and wheel,108,Weekly,02-24,terminal 2
8093,tyre pressure and wheel,108,Weekly,03-03,terminal 2
8094,tyre pressure and wheel,108,Weekly,03-10,terminal 2
8095,tyre pressure and wheel,108,Weekly,03-17,terminal 2
8096,tyre pressure and wheel,108,Weekly,03-24,terminal 2
8097,tyre pressure and wheel,108,Weekly,03-31,terminal 2
8098,tyre pressure and wheel,108,Weekly,04-07,terminal 2
8099,tyre pressure and wheel,108,Weekly,04-14,terminal 2
8100,tyre pressure and wheel,108,Weekly,04-21,terminal 2
8101,tyre pressure and wheel,108,Weekly,04-28,terminal 2
8102,tyre pressure and wheel,108,Weekly,05-05,terminal 2
8103,tyre pressure and wheel,108,Weekly,05-12,terminal 2
8104,tyre pressure and wheel,108,Weekly,05-19,terminal 2
8105,tyre pressure and wheel,108,Weekly,05-26,terminal 2
8106,tyre pressure and wheel,108,Weekly,06-02,terminal 2
8107,tyre pressure and wheel,108,Weekly,06-09,terminal 2
8108,tyre pressure and wheel,108,Weekly,06-16,terminal 2
8109,tyre pressure and wheel,108,Weekly,06-23,terminal 2
8110,tyre pressure and wheel,108,Weekly,06-30,terminal 2
8111,tyre pressure and wheel,108,Weekly,07-07,terminal 2
8112,tyre pressure and wheel,108,Weekly,07-14,terminal 2
8113,tyre pressure and wheel,108,Weekly,07-21,terminal 2
8114,tyre pressure and wheel,108,Weekly,07-28,terminal 2
8115,tyre pressure and wheel,108,Weekly,08-04,terminal 2
8116,tyre pressure and wheel,108,Weekly,08-11,terminal 2
8117,tyre pressure and wheel,108,Weekly,08-18,terminal 2
8118,tyre pressure and wheel,108,Weekly,08-25,terminal 2
8119,tyre pressure and wheel,108,Weekly,09-01,terminal 2
8120,tyre pressure and wheel,108,Weekly,09-08,terminal 2
8121,tyre pressure and wheel,108,Weekly,09-15,terminal 2
8122,tyre pressure and wheel,108,Weekly,09-22,terminal 2
8123,tyre pressure and wheel,108,Weekly,09-29,terminal 2
8124,tyre pressure and wheel,108,Weekly,10-06,terminal 2
8125,tyre pressure and wheel,108,Weekly,10-13,terminal 2
8126,tyre pressure and wheel,108,Weekly,10-27,terminal 2
8127,tyre pressure and wheel,108,Weekly,11-03,terminal 2
8128,tyre pressure and wheel,108,Weekly,11-10,terminal 2
8129,tyre pressure and wheel,108,Weekly,11-17,terminal 2
8130,tyre pressure and wheel,108,Weekly,11-24,terminal 2
8131,tyre pressure and wheel,108,Weekly,12-01,terminal 2
8132,tyre pressure and wheel,108,Weekly,12-08,terminal 2
8133,tyre pressure and wheel,108,Weekly,12-15,terminal 2
8134,tyre pressure and wheel,108,Weekly,12-22,terminal 2
8135,tyre pressure and wheel,108,Weekly,12-29,terminal 2
8136,tyre pressure and wheel,91,Weekly,01-06,terminal 3
8137,tyre pressure and wheel,91,Weekly,01-13,terminal 3
8138,tyre pressure and wheel,91,Weekly,01-20,terminal 3
8139,tyre pressure and wheel,91,Weekly,01-27,terminal 3
8140,tyre pressure and wheel,91,Weekly,02-03,terminal 3
8141,tyre pressure and wheel,91,Weekly,02-10,terminal 3
8142,tyre pressure and wheel,91,Weekly,02-17,terminal 3
8143,tyre pressure and wheel,91,Weekly,02-24,terminal 3
8144,tyre pressure and wheel,91,Weekly,03-03,terminal 3
8145,tyre pressure and wheel,91,Weekly,03-10,terminal 3
8146,tyre pressure and wheel,91,Weekly,03-17,terminal 3
8147,tyre pressure and wheel,91,Weekly,03-24,terminal 3
8148,tyre pressure and wheel,91,Weekly,03-31,terminal 3
8149,tyre pressure and wheel,91,Weekly,04-07,terminal 3
8150,tyre pressure and wheel,91,Weekly,04-14,terminal 3
8151,tyre pressure and wheel,91,Weekly,04-21,terminal 3
8152,tyre pressure and wheel,91,Weekly,04-28,terminal 3
8153,tyre pressure and wheel,91,Weekly,05-05,terminal 3
8154,tyre pressure and wheel,91,Weekly,05-12,terminal 3
8155,tyre pressure and wheel,91,Weekly,05-19,terminal 3
8156,tyre pressure and wheel,91,Weekly,05-26,terminal 3
8157,tyre pressure and wheel,91,Weekly,06-02,terminal 3
8158,tyre pressure and wheel,91,Weekly,06-09,terminal 3
8159,tyre pressure and wheel,91,Weekly,06-16,terminal 3
8160,tyre pressure and wheel,91,Weekly,06-23,terminal 3
8161,tyre pressure and wheel,91,Weekly,06-30,terminal 3
8162,tyre pressure and wheel,91,Weekly,07-07,terminal 3
8163,tyre pressure and wheel,91,Weekly,07-14,terminal 3
8164,tyre pressure and wheel,91,Weekly,07-21,terminal 3
8165,tyre pressure and wheel,91,Weekly,07-28,terminal 3
8166,tyre pressure and wheel,91,Weekly,08-04,terminal 3
8167,tyre pressure and wheel,91,Weekly,08-11,terminal 3
8168,tyre pressure and wheel,91,Weekly,08-18,terminal 3
8169,tyre pressure and wheel,91,Weekly,08-25,terminal 3
8170,tyre pressure and wheel,91,Weekly,09-01,terminal 3
8171,tyre pressure and wheel,91,Weekly,09-08,terminal 3
8172,tyre pressure and wheel,91,Weekly,09-15,terminal 3
8173,tyre pressure and wheel,91,Weekly,09-22,terminal 3
8174,tyre pressure and wheel,91,Weekly,09-29,terminal 3
8175,tyre pressure and wheel,91,Weekly,10-06,terminal 3
8176,tyre pressure and wheel,91,Weekly,10-13,terminal 3
8177,tyre pressure and wheel,91,Weekly,10-27,terminal 3
8178,tyre pressure and wheel,91,Weekly,11-03,terminal 3
8179,tyre pressure and wheel,91,Weekly,11-10,terminal 3
8180,tyre pressure and wheel,91,Weekly,11-17,terminal 3
8181,tyre pressure and wheel,91,Weekly,11-24,terminal 3
8182,tyre pressure and wheel,91,Weekly,12-01,terminal 3
8183,tyre pressure and wheel,91,Weekly,12-08,terminal 3
8184,tyre pressure and wheel,91,Weekly,12-15,terminal 3
8185,tyre pressure and wheel,91,Weekly,12-22,terminal 3
8186,tyre pressure and wheel,91,Weekly,12-29,terminal 3
8187,tyre pressure and wheel,92,Weekly,01-06,terminal 3
8188,tyre pressure and wheel,92,Weekly,01-13,terminal 3
8189,tyre pressure and wheel,92,Weekly,01-20,terminal 3
8190,tyre pressure and wheel,92,Weekly,01-27,terminal 3
8191,tyre pressure and wheel,92,Weekly,02-03,terminal 3
8192,tyre pressure and wheel,92,Weekly,02-10,terminal 3
8193,tyre pressure and wheel,92,Weekly,02-17,terminal 3
8194,tyre pressure and wheel,92,Weekly,02-24,terminal 3
8195,tyre pressure and wheel,92,Weekly,03-03,terminal 3
8196,tyre pressure and wheel,92,Weekly,03-10,terminal 3
8197,tyre pressure and wheel,92,Weekly,03-17,terminal 3
8198,tyre pressure and wheel,92,Weekly,03-24,terminal 3
8199,tyre pressure and wheel,92,Weekly,03-31,terminal 3
8200,tyre pressure and wheel,92,Weekly,04-07,terminal 3
8201,tyre pressure and wheel,92,Weekly,04-14,terminal 3
8202,tyre pressure and wheel,92,Weekly,04-21,terminal 3
8203,tyre pressure and wheel,92,Weekly,04-28,terminal 3
8204,tyre pressure and wheel,92,Weekly,05-05,terminal 3
8205,tyre pressure and wheel,92,Weekly,05-12,terminal 3
8206,tyre pressure and wheel,92,Weekly,05-19,terminal 3
8207,tyre pressure and wheel,92,Weekly,05-26,terminal 3
8208,tyre pressure and wheel,92,Weekly,06-02,terminal 3
8209,tyre pressure and wheel,92,Weekly,06-09,terminal 3
8210,tyre pressure and wheel,92,Weekly,06-16,terminal 3
8211,tyre pressure and wheel,92,Weekly,06-23,terminal 3
8212,tyre pressure and wheel,92,Weekly,06-30,terminal 3
8213,tyre pressure and wheel,92,Weekly,07-07,terminal 3
8214,tyre pressure and wheel,92,Weekly,07-14,terminal 3
8215,tyre pressure and wheel,92,Weekly,07-21,terminal 3
8216,tyre pressure and wheel,92,Weekly,07-28,terminal 3
8217,tyre pressure and wheel,92,Weekly,08-04,terminal 3
8218,tyre pressure and wheel,92,Weekly,08-11,terminal 3
8219,tyre pressure and wheel,92,Weekly,08-18,terminal 3
8220,tyre pressure and wheel,92,Weekly,08-25,terminal 3
8221,tyre pressure and wheel,92,Weekly,09-01,terminal 3
8222,tyre pressure and wheel,92,Weekly,09-08,terminal 3
8223,tyre pressure and wheel,92,Weekly,09-15,terminal 3
8224,tyre pressure and wheel,92,Weekly,09-22,terminal 3
8225,tyre pressure and wheel,92,Weekly,09-29,terminal 3
8226,tyre pressure and wheel,92,Weekly,10-06,terminal 3
8227,tyre pressure and wheel,92,Weekly,10-13,terminal 3
8228,tyre pressure and wheel,92,Weekly,10-27,terminal 3
8229,tyre pressure and wheel,92,Weekly,11-03,terminal 3
8230,tyre pressure and wheel,92,Weekly,11-10,terminal 3
8231,tyre pressure and wheel,92,Weekly,11-17,terminal 3
8232,tyre pressure and wheel,92,Weekly,11-24,terminal 3
8233,tyre pressure and wheel,92,Weekly,12-01,terminal 3
8234,tyre pressure and wheel,92,Weekly,12-08,terminal 3
8235,tyre pressure and wheel,92,Weekly,12-15,terminal 3
8236,tyre pressure and wheel,92,Weekly,12-22,terminal 3
8237,tyre pressure and wheel,92,Weekly,12-29,terminal 3
8238,tyre pressure and wheel,104,Weekly,01-06,terminal 3
8239,tyre pressure and wheel,104,Weekly,01-13,terminal 3
8240,tyre pressure and wheel,104,Weekly,01-20,terminal 3
8241,tyre pressure and wheel,104,Weekly,01-27,terminal 3
8242,tyre pressure and wheel,104,Weekly,02-03,terminal 3
8243,tyre pressure and wheel,104,Weekly,02-10,terminal 3
8244,tyre pressure and wheel,104,Weekly,02-17,terminal 3
8245,tyre pressure and wheel,104,Weekly,02-24,terminal 3
8246,tyre pressure and wheel,104,Weekly,03-03,terminal 3
8247,tyre pressure and wheel,104,Weekly,03-10,terminal 3
8248,tyre pressure and wheel,104,Weekly,03-17,terminal 3
8249,tyre pressure and wheel,104,Weekly,03-24,terminal 3
8250,tyre pressure and wheel,104,Weekly,03-31,terminal 3
8251,tyre pressure and wheel,104,Weekly,04-07,terminal 3
8252,tyre pressure and wheel,104,Weekly,04-14,terminal 3
8253,tyre pressure and wheel,104,Weekly,04-21,terminal 3
8254,tyre pressure and wheel,104,Weekly,04-28,terminal 3
8255,tyre pressure and wheel,104,Weekly,05-05,terminal 3
8256,tyre pressure and wheel,104,Weekly,05-12,terminal 3
8257,tyre pressure and wheel,104,Weekly,05-19,terminal 3
8258,tyre pressure and wheel,104,Weekly,05-26,terminal 3
8259,tyre pressure and wheel,104,Weekly,06-02,terminal 3
8260,tyre pressure and wheel,104,Weekly,06-09,terminal 3
8261,tyre pressure and wheel,104,Weekly,06-16,terminal 3
8262,tyre pressure and wheel,104,Weekly,06-23,terminal 3
8263,tyre pressure and wheel,104,Weekly,06-30,terminal 3
8264,tyre pressure and wheel,104,Weekly,07-07,terminal 3
8265,tyre pressure and wheel,104,Weekly,07-14,terminal 3
8266,tyre pressure and wheel,104,Weekly,07-21,terminal 3
8267,tyre pressure and wheel,104,Weekly,07-28,terminal 3
8268,tyre pressure and wheel,104,Weekly,08-04,terminal 3
8269,tyre pressure and wheel,104,Weekly,08-11,terminal 3
8270,tyre pressure and wheel,104,Weekly,08-18,terminal 3
8271,tyre pressure and wheel,104,Weekly,08-25,terminal 3
8272,tyre pressure and wheel,104,Weekly,09-01,terminal 3
8273,tyre pressure and wheel,104,Weekly,09-08,terminal 3
8274,tyre pressure and wheel,104,Weekly,09-15,terminal 3
8275,tyre pressure and wheel,104,Weekly,09-22,terminal 3
8276,tyre pressure and wheel,104,Weekly,09-29,terminal 3
8277,tyre pressure and wheel,104,Weekly,10-06,terminal 3
8278,tyre pressure and wheel,104,Weekly,10-13,terminal 3
8279,tyre pressure and wheel,104,Weekly,10-27,terminal 3
8280,tyre pressure and wheel,104,Weekly,11-03,terminal 3
8281,tyre pressure and wheel,104,Weekly,11-10,terminal 3
8282,tyre pressure and wheel,104,Weekly,11-17,terminal 3
8283,tyre pressure and wheel,104,Weekly,11-24,terminal 3
8284,tyre pressure and wheel,104,Weekly,12-01,terminal 3
8285,tyre pressure and wheel,104,Weekly,12-08,terminal 3
8286,tyre pressure and wheel,104,Weekly,12-15,terminal 3
8287,tyre pressure and wheel,104,Weekly,12-22,terminal 3
8288,tyre pressure and wheel,104,Weekly,12-29,terminal 3
8289,tyre pressure and wheel,105,Weekly,01-06,terminal 3
8290,tyre pressure and wheel,105,Weekly,01-13,terminal 3
8291,tyre pressure and wheel,105,Weekly,01-20,terminal 3
